U1/V	IA/nA	IA/nA
7,37	0,01	0,01
7,39	0,01	0,01
7,42	0,01	0,01
7,44	0,01	0,01
7,47	0,01	0,01
7,49	0,01	0,01
7,52	0,01	0,01
7,54	0,01	0,01
7,57	0,01	0,01
7,59	0,01	0,01
7,61	0,01	0,01
7,64	0,01	0,01
7,66	0,01	0,01
7,69	0,01	0,01
7,71	0,01	0,01
7,74	0,01	0,01
7,76	0,01	0,01
7,78	0,01	0,01
7,81	0,01	0,01
7,83	0,01	0,01
7,86	0,01	0,01
7,88	0,01	0,01
7,91	0,01	0,01
7,93	0,01	0,01
7,96	0,01	0,01
7,98	0,01	0,01
8,00	0,01	0,01
8,03	0,01	0,01
8,05	0,01	0,01
8,08	0,01	0,01
8,10	0,01	0,01
8,13	0,01	0,01
8,15	0,01	0,01
8,18	0,01	0,01
8,20	0,01	0,01
8,22	0,01	0,01
8,25	0,01	0,01
8,27	0,01	0,01
8,30	0,01	0,01
8,32	0,01	0,01
8,35	0,01	0,01
8,37	0,01	0,01
8,40	0,01	0,01
8,42	0,01	0,01
8,44	0,01	0,01
8,47	0,01	0,01
8,49	0,01	0,01
8,52	0,01	0,01
8,54	0,01	0,01
8,57	0,01	0,01
8,59	0,01	0,01
8,62	0,01	0,01
8,64	0,01	0,01
8,66	0,01	0,01
8,69	0,01	0,01
8,71	0,01	0,01
8,74	0,01	0,01
8,76	0,01	0,01
8,79	0,01	0,01
8,81	0,01	0,01
8,84	0,01	0,01
8,86	0,01	0,01
8,88	0,01	0,01
8,91	0,01	0,01
8,93	0,01	0,01
8,96	0,00	0,01
8,98	0,01	0,01
9,01	0,01	0,01
9,03	0,01	0,01
9,05	0,01	0,01
9,08	0,01	0,01
9,10	0,01	0,01
9,13	0,01	0,01
9,15	0,01	0,01
9,18	0,01	0,01
9,20	0,01	0,01
9,23	0,01	0,01
9,25	0,01	0,01
9,27	0,01	0,01
9,30	0,01	0,01
9,32	0,01	0,01
9,35	0,01	0,01
9,37	0,01	0,01
9,40	0,01	0,01
9,42	0,01	0,01
9,45	0,01	0,01
9,47	0,01	0,01
9,49	0,01	0,01
9,52	0,01	0,01
9,54	0,01	0,01
9,57	0,01	0,01
9,59	0,01	0,01
9,62	0,01	0,01
9,64	0,01	0,01
9,67	0,01	0,01
9,69	0,01	0,01
9,71	0,01	0,01
9,74	0,01	0,01
9,76	0,02	0,01
9,79	0,02	0,01
9,81	0,02	0,01
9,84	0,02	0,01
9,86	0,01	0,01
9,89	0,01	0,01
9,91	0,01	0,01
9,93	0,02	0,01
9,96	0,01	0,01
9,98	0,01	0,01
10,01	0,01	0,01
10,03	0,01	0,01
10,06	0,01	0,01
10,08	0,01	0,01
10,10	0,01	0,01
10,13	0,01	0,01
10,15	0,01	0,01
10,18	0,01	0,01
10,20	0,00	0,01
10,23	0,00	0,01
10,25	0,00	0,01
10,28	0,00	0,01
10,30	0,00	0,01
10,32	0,01	0,01
10,35	0,01	0,01
10,37	0,01	0,01
10,40	0,01	0,01
10,42	0,00	0,01
10,45	0,00	0,01
10,47	0,01	0,01
10,50	0,01	0,01
10,52	0,01	0,01
10,54	0,01	0,01
10,57	0,01	0,01
10,59	0,00	0,01
10,62	0,00	0,01
10,64	0,01	0,01
10,67	0,01	0,01
10,69	0,01	0,01
10,72	0,01	0,01
10,74	0,00	0,01
10,76	0,00	0,01
10,79	0,00	0,01
10,81	0,01	0,01
10,84	0,01	0,01
10,86	0,01	0,01
10,89	0,01	0,01
10,91	0,01	0,01
10,94	0,02	0,01
10,96	0,02	0,01
10,98	0,02	0,01
11,01	0,02	0,01
11,03	0,02	0,01
11,06	0,01	0,01
11,08	0,01	0,01
11,11	0,01	0,01
11,13	0,01	0,01
11,15	0,01	0,01
11,18	0,01	0,01
11,20	0,01	0,01
11,23	0,01	0,01
11,25	0,01	0,01
11,28	0,01	0,01
11,30	0,01	0,01
11,33	0,01	0,01
11,35	0,01	0,01
11,37	0,01	0,01
11,40	0,01	0,01
11,42	0,01	0,01
11,45	0,01	0,01
11,47	0,01	0,01
11,50	0,01	0,01
11,52	0,01	0,01
11,55	0,01	0,01
11,57	0,02	0,01
11,59	0,02	0,01
11,62	0,01	0,01
11,64	0,02	0,01
11,67	0,02	0,02
11,69	0,01	0,02
11,72	0,01	0,02
11,74	0,03	0,02
11,77	0,03	0,02
11,79	0,02	0,02
11,81	0,02	0,02
11,84	0,02	0,02
11,86	0,01	0,03
11,89	0,01	0,03
11,91	0,02	0,03
11,94	0,02	0,03
11,96	0,03	0,03
11,99	0,02	0,03
12,01	0,03	0,04
12,03	0,04	0,04
12,06	0,05	0,04
12,08	0,06	0,04
12,11	0,06	0,04
12,13	0,07	0,05
12,16	0,05	0,05
12,18	0,05	0,05
12,21	0,04	0,05
12,23	0,06	0,05
12,25	0,05	0,05
12,28	0,05	0,06
12,30	0,06	0,06
12,33	0,06	0,06
12,35	0,07	0,06
12,38	0,06	0,06
12,40	0,07	0,06
12,42	0,06	0,06
12,45	0,06	0,06
12,47	0,04	0,06
12,50	0,04	0,06
12,52	0,05	0,06
12,55	0,06	0,06
12,57	0,06	0,06
12,60	0,06	0,06
12,62	0,06	0,06
12,64	0,07	0,06
12,67	0,08	0,06
12,69	0,07	0,06
12,72	0,07	0,07
12,74	0,06	0,07
12,77	0,05	0,07
12,79	0,05	0,07
12,82	0,06	0,07
12,84	0,07	0,07
12,86	0,09	0,08
12,89	0,09	0,08
12,91	0,10	0,08
12,94	0,08	0,08
12,96	0,08	0,08
12,99	0,09	0,09
13,01	0,10	0,09
13,04	0,08	0,09
13,06	0,08	0,09
13,08	0,09	0,09
13,11	0,07	0,09
13,13	0,11	0,09
13,16	0,11	0,09
13,18	0,13	0,09
13,21	0,10	0,09
13,23	0,11	0,09
13,26	0,07	0,09
13,28	0,06	0,09
13,30	0,07	0,09
13,33	0,08	0,09
13,35	0,10	0,08
13,38	0,09	0,08
13,40	0,08	0,08
13,43	0,08	0,08
13,45	0,09	0,08
13,47	0,08	0,07
13,50	0,08	0,07
13,52	0,07	0,07
13,55	0,07	0,07
13,57	0,06	0,07
13,60	0,06	0,07
13,62	0,05	0,07
13,65	0,07	0,07
13,67	0,07	0,07
13,69	0,06	0,07
13,72	0,06	0,07
13,74	0,07	0,06
13,77	0,08	0,06
13,79	0,08	0,06
13,82	0,08	0,06
13,84	0,07	0,06
13,87	0,07	0,06
13,89	0,05	0,07
13,91	0,06	0,07
13,94	0,05	0,07
13,96	0,05	0,07
13,99	0,05	0,07
14,01	0,06	0,07
14,04	0,06	0,06
14,06	0,06	0,06
14,09	0,09	0,06
14,11	0,07	0,06
14,13	0,09	0,06
14,16	0,07	0,06
14,18	0,06	0,06
14,21	0,05	0,06
14,23	0,07	0,06
14,26	0,06	0,06
14,28	0,07	0,06
14,31	0,07	0,06
14,33	0,05	0,06
14,35	0,03	0,06
14,38	0,03	0,05
14,40	0,04	0,05
14,43	0,06	0,05
14,45	0,05	0,05
14,48	0,05	0,05
14,50	0,04	0,05
14,52	0,03	0,05
14,55	0,05	0,05
14,57	0,05	0,05
14,60	0,05	0,05
14,62	0,05	0,05
14,65	0,06	0,05
14,67	0,03	0,05
14,70	0,04	0,05
14,72	0,05	0,05
14,74	0,05	0,05
14,77	0,05	0,04
14,79	0,05	0,04
14,82	0,05	0,04
14,84	0,04	0,04
14,87	0,06	0,04
14,89	0,05	0,04
14,92	0,05	0,04
14,94	0,04	0,05
14,96	0,05	0,05
14,99	0,02	0,05
15,01	0,02	0,05
15,04	0,03	0,05
15,06	0,04	0,05
15,09	0,05	0,05
15,11	0,05	0,06
15,14	0,06	0,06
15,16	0,06	0,06
15,18	0,08	0,07
15,21	0,08	0,07
15,23	0,08	0,07
15,26	0,07	0,08
15,28	0,07	0,08
15,31	0,07	0,08
15,33	0,07	0,09
15,36	0,09	0,09
15,38	0,11	0,10
15,40	0,11	0,10
15,43	0,11	0,11
15,45	0,11	0,11
15,48	0,11	0,12
15,50	0,11	0,12
15,53	0,12	0,13
15,55	0,12	0,13
15,57	0,12	0,14
15,60	0,14	0,14
15,62	0,13	0,15
15,65	0,17	0,15
15,67	0,17	0,16
15,70	0,19	0,17
15,72	0,17	0,17
15,75	0,18	0,18
15,77	0,16	0,19
15,79	0,17	0,19
15,82	0,19	0,20
15,84	0,21	0,21
15,87	0,22	0,21
15,89	0,22	0,22
15,92	0,23	0,23
15,94	0,23	0,23
15,97	0,26	0,24
15,99	0,27	0,25
16,01	0,27	0,26
16,04	0,26	0,27
16,06	0,27	0,27
16,09	0,25	0,28
16,11	0,26	0,29
16,14	0,27	0,30
16,16	0,30	0,31
16,19	0,30	0,31
16,21	0,32	0,32
16,23	0,34	0,33
16,26	0,35	0,33
16,28	0,37	0,34
16,31	0,37	0,35
16,33	0,38	0,35
16,36	0,36	0,36
16,38	0,38	0,37
16,41	0,36	0,38
16,43	0,38	0,39
16,45	0,38	0,40
16,48	0,40	0,40
16,50	0,40	0,41
16,53	0,41	0,41
16,55	0,41	0,42
16,58	0,42	0,43
16,60	0,44	0,43
16,63	0,44	0,43
16,65	0,46	0,44
16,67	0,46	0,44
16,70	0,45	0,45
16,72	0,46	0,46
16,75	0,48	0,46
16,77	0,48	0,47
16,80	0,49	0,47
16,82	0,47	0,48
16,84	0,48	0,48
16,87	0,47	0,48
16,89	0,47	0,48
16,92	0,48	0,49
16,94	0,52	0,49
16,97	0,50	0,49
16,99	0,51	0,49
17,02	0,51	0,49
17,04	0,49	0,49
17,06	0,51	0,49
17,09	0,51	0,49
17,11	0,50	0,49
17,14	0,47	0,50
17,16	0,49	0,50
17,19	0,46	0,50
17,21	0,48	0,50
17,24	0,49	0,50
17,26	0,51	0,50
17,28	0,51	0,50
17,31	0,51	0,50
17,33	0,51	0,49
17,36	0,50	0,49
17,38	0,53	0,49
17,41	0,51	0,49
17,43	0,52	0,49
17,46	0,50	0,49
17,48	0,49	0,49
17,50	0,47	0,49
17,53	0,47	0,48
17,55	0,46	0,48
17,58	0,47	0,48
17,60	0,47	0,47
17,63	0,46	0,47
17,65	0,46	0,46
17,68	0,46	0,46
17,70	0,47	0,45
17,72	0,48	0,45
17,75	0,48	0,45
17,77	0,45	0,44
17,80	0,45	0,44
17,82	0,43	0,44
17,85	0,43	0,44
17,87	0,42	0,43
17,89	0,42	0,43
17,92	0,41	0,43
17,94	0,40	0,42
17,97	0,40	0,42
17,99	0,40	0,41
18,02	0,43	0,41
18,04	0,42	0,40
18,07	0,41	0,40
18,09	0,40	0,39
18,11	0,40	0,39
18,14	0,38	0,38
18,16	0,41	0,38
18,19	0,40	0,38
18,21	0,39	0,37
18,24	0,37	0,37
18,26	0,36	0,37
18,29	0,32	0,36
18,31	0,31	0,36
18,33	0,33	0,35
18,36	0,34	0,34
18,38	0,34	0,33
18,41	0,34	0,33
18,43	0,34	0,32
18,46	0,33	0,32
18,48	0,34	0,31
18,51	0,33	0,31
18,53	0,32	0,30
18,55	0,29	0,30
18,58	0,28	0,30
18,60	0,25	0,29
18,63	0,25	0,29
18,65	0,25	0,28
18,68	0,28	0,28
18,70	0,27	0,27
18,73	0,27	0,26
18,75	0,27	0,26
18,77	0,26	0,25
18,80	0,28	0,24
18,82	0,27	0,24
18,85	0,27	0,24
18,87	0,23	0,23
18,90	0,24	0,23
18,92	0,20	0,23
18,94	0,20	0,23
18,97	0,19	0,22
18,99	0,19	0,22
19,02	0,19	0,22
19,04	0,19	0,21
19,07	0,19	0,21
19,09	0,20	0,20
19,12	0,21	0,20
19,14	0,20	0,19
19,16	0,21	0,19
19,19	0,21	0,19
19,21	0,20	0,19
19,24	0,19	0,19
19,26	0,18	0,19
19,29	0,17	0,18
19,31	0,17	0,18
19,34	0,17	0,18
19,36	0,16	0,18
19,38	0,16	0,18
19,41	0,18	0,18
19,43	0,18	0,18
19,46	0,17	0,18
19,48	0,17	0,18
19,51	0,18	0,18
19,53	0,18	0,18
19,56	0,17	0,18
19,58	0,21	0,19
19,60	0,21	0,19
19,63	0,22	0,19
19,65	0,19	0,20
19,68	0,20	0,20
19,70	0,17	0,21
19,73	0,18	0,21
19,75	0,19	0,21
19,78	0,20	0,22
19,80	0,21	0,22
19,82	0,21	0,23
19,85	0,23	0,23
19,87	0,23	0,23
19,90	0,27	0,24
19,92	0,27	0,25
19,95	0,28	0,25
19,97	0,26	0,26
19,99	0,25	0,27
20,02	0,25	0,28
20,04	0,25	0,29
20,07	0,26	0,30
20,09	0,28	0,31
20,12	0,30	0,32
20,14	0,32	0,33
20,17	0,33	0,34
20,19	0,35	0,35
20,21	0,37	0,36
20,24	0,39	0,37
20,26	0,38	0,38
20,29	0,42	0,40
20,31	0,43	0,41
20,34	0,43	0,43
20,36	0,45	0,45
20,39	0,45	0,46
20,41	0,46	0,48
20,43	0,46	0,49
20,46	0,47	0,51
20,48	0,49	0,53
20,51	0,52	0,54
20,53	0,56	0,56
20,56	0,57	0,57
20,58	0,60	0,59
20,61	0,61	0,61
20,63	0,62	0,62
20,65	0,64	0,64
20,68	0,68	0,66
20,70	0,69	0,68
20,73	0,70	0,70
20,75	0,73	0,72
20,78	0,74	0,74
20,80	0,75	0,75
20,83	0,76	0,77
20,85	0,79	0,78
20,87	0,81	0,80
20,90	0,82	0,81
20,92	0,84	0,83
20,95	0,85	0,84
20,97	0,86	0,85
21,00	0,90	0,87
21,02	0,92	0,88
21,05	0,92	0,89
21,07	0,91	0,91
21,09	0,93	0,93
21,12	0,90	0,94
21,14	0,93	0,95
21,17	0,92	0,96
21,19	0,96	0,98
21,22	0,98	0,99
21,24	0,99	0,99
21,26	1,00	1,00
21,29	1,03	1,01
21,31	1,08	1,02
21,34	1,07	1,03
21,36	1,09	1,03
21,39	1,08	1,04
21,41	1,08	1,05
21,44	1,06	1,06
21,46	1,06	1,07
21,48	1,05	1,08
21,51	1,06	1,08
21,53	1,08	1,09
21,56	1,08	1,09
21,58	1,09	1,09
21,61	1,11	1,09
21,63	1,12	1,09
21,66	1,13	1,09
21,68	1,12	1,09
21,70	1,12	1,09
21,73	1,13	1,09
21,75	1,11	1,09
21,78	1,10	1,09
21,80	1,10	1,09
21,83	1,09	1,09
21,85	1,07	1,09
21,88	1,07	1,09
21,90	1,07	1,09
21,92	1,08	1,08
21,95	1,09	1,08
21,97	1,08	1,07
22,00	1,07	1,06
22,02	1,07	1,06
22,05	1,07	1,05
22,07	1,05	1,04
22,10	1,08	1,04
22,12	1,07	1,03
22,14	1,06	1,02
22,17	1,04	1,02
22,19	1,03	1,01
22,22	0,99	1,00
22,24	0,99	1,00
22,27	0,96	0,99
22,29	0,95	0,98
22,31	0,95	0,97
22,34	0,93	0,96
22,36	0,92	0,95
22,39	0,94	0,93
22,41	0,96	0,92
22,44	0,94	0,90
22,46	0,94	0,89
22,49	0,93	0,88
22,51	0,91	0,87
22,53	0,87	0,86
22,56	0,86	0,85
22,58	0,83	0,84
22,61	0,81	0,83
22,63	0,78	0,82
22,66	0,77	0,81
22,68	0,76	0,79
22,71	0,76	0,78
22,73	0,78	0,76
22,75	0,77	0,75
22,78	0,76	0,73
22,80	0,75	0,72
22,83	0,74	0,71
22,85	0,70	0,70
22,88	0,69	0,69
22,90	0,66	0,68
22,93	0,65	0,67
22,95	0,64	0,65
22,97	0,62	0,64
23,00	0,62	0,63
23,02	0,61	0,62
23,05	0,61	0,60
23,07	0,58	0,59
23,10	0,58	0,57
23,12	0,56	0,56
23,15	0,57	0,55
23,17	0,55	0,54
23,19	0,53	0,52
23,22	0,51	0,51
23,24	0,50	0,50
23,27	0,48	0,49
23,29	0,46	0,48
23,32	0,46	0,47
23,34	0,46	0,46
23,36	0,42	0,45
23,39	0,42	0,44
23,41	0,42	0,43
23,44	0,41	0,41
23,46	0,38	0,40
23,49	0,40	0,39
23,51	0,40	0,38
23,54	0,38	0,37
23,56	0,37	0,36
23,58	0,36	0,35
23,61	0,37	0,34
23,63	0,33	0,34
23,66	0,34	0,33
23,68	0,30	0,32
23,71	0,29	0,31
23,73	0,27	0,31
23,76	0,27	0,30
23,78	0,27	0,29
23,80	0,27	0,28
23,83	0,29	0,28
23,85	0,28	0,27
23,88	0,27	0,27
23,90	0,26	0,26
23,93	0,26	0,26
23,95	0,24	0,26
23,98	0,24	0,26
24,00	0,24	0,26
24,02	0,23	0,26
24,05	0,24	0,26
24,07	0,25	0,26
24,10	0,25	0,26
24,12	0,25	0,26
24,15	0,27	0,26
24,17	0,27	0,26
24,20	0,26	0,26
24,22	0,27	0,27
24,24	0,27	0,27
24,27	0,26	0,27
24,29	0,27	0,27
24,32	0,27	0,28
24,34	0,28	0,28
24,37	0,29	0,29
24,39	0,30	0,30
24,42	0,29	0,31
24,44	0,31	0,32
24,46	0,28	0,33
24,49	0,28	0,33
24,51	0,29	0,34
24,54	0,30	0,35
24,56	0,33	0,36
24,59	0,37	0,38
24,61	0,41	0,39
24,63	0,42	0,40
24,66	0,44	0,42
24,68	0,43	0,43
24,71	0,46	0,45
24,73	0,46	0,47
24,76	0,47	0,49
24,78	0,47	0,51
24,81	0,49	0,54
24,83	0,50	0,56
24,85	0,53	0,58
24,88	0,57	0,60
24,90	0,60	0,61
24,93	0,65	0,63
24,95	0,68	0,66
24,98	0,70	0,68
25,00	0,73	0,70
25,03	0,76	0,73
25,05	0,76	0,75
25,07	0,78	0,78
25,10	0,79	0,81
25,12	0,81	0,84
25,15	0,83	0,86
25,17	0,85	0,89
25,20	0,90	0,92
25,22	0,94	0,95
25,25	0,96	0,97
25,27	0,98	1,00
25,29	1,02	1,03
25,32	1,03	1,06
25,34	1,08	1,08
25,37	1,13	1,11
25,39	1,17	1,14
25,42	1,19	1,17
25,44	1,23	1,21
25,47	1,24	1,24
25,49	1,26	1,27
25,51	1,30	1,30
25,54	1,33	1,33
25,56	1,34	1,36
25,59	1,38	1,39
25,61	1,41	1,42
25,64	1,43	1,44
25,66	1,48	1,47
25,68	1,53	1,49
25,71	1,54	1,51
25,73	1,57	1,54
25,76	1,59	1,56
25,78	1,61	1,59
25,81	1,63	1,62
25,83	1,66	1,64
25,86	1,68	1,66
25,88	1,67	1,69
25,90	1,69	1,71
25,93	1,71	1,73
25,95	1,73	1,74
25,98	1,76	1,76
26,00	1,81	1,77
26,03	1,85	1,78
26,05	1,85	1,79
26,08	1,87	1,81
26,10	1,86	1,82
26,12	1,89	1,83
26,15	1,86	1,84
26,17	1,88	1,85
26,20	1,86	1,85
26,22	1,86	1,86
26,25	1,85	1,87
26,27	1,85	1,87
26,30	1,86	1,87
26,32	1,88	1,86
26,34	1,89	1,86
26,37	1,89	1,86
26,39	1,88	1,85
26,42	1,88	1,85
26,44	1,88	1,84
26,47	1,88	1,84
26,49	1,86	1,83
26,52	1,84	1,83
26,54	1,82	1,82
26,56	1,81	1,81
26,59	1,80	1,80
26,61	1,79	1,79
26,64	1,81	1,78
26,66	1,78	1,77
26,69	1,76	1,75
26,71	1,74	1,74
26,73	1,73	1,72
26,76	1,72	1,71
26,78	1,72	1,69
26,81	1,72	1,67
26,83	1,69	1,66
26,86	1,67	1,64
26,88	1,63	1,62
26,91	1,62	1,61
26,93	1,59	1,59
26,95	1,58	1,57
26,98	1,54	1,55
27,00	1,51	1,53
27,03	1,50	1,51
27,05	1,46	1,49
27,08	1,46	1,47
27,10	1,45	1,45
27,13	1,44	1,43
27,15	1,41	1,40
27,17	1,39	1,38
27,20	1,37	1,36
27,22	1,36	1,34
27,25	1,35	1,32
27,27	1,33	1,30
27,30	1,28	1,28
27,32	1,26	1,26
27,35	1,22	1,24
27,37	1,19	1,22
27,39	1,17	1,19
27,42	1,19	1,17
27,44	1,15	1,15
27,47	1,13	1,12
27,49	1,10	1,10
27,52	1,08	1,08
27,54	1,06	1,05
27,57	1,05	1,03
27,59	1,03	1,01
27,61	0,99	0,99
27,64	0,97	0,97
27,66	0,93	0,95
27,69	0,89	0,93
27,71	0,87	0,91
27,74	0,87	0,88
27,76	0,85	0,86
27,78	0,83	0,84
27,81	0,83	0,82
27,83	0,81	0,80
27,86	0,82	0,78
27,88	0,77	0,76
27,91	0,75	0,74
27,93	0,71	0,72
27,96	0,68	0,71
27,98	0,65	0,69
28,00	0,64	0,67
28,03	0,64	0,65
28,05	0,63	0,64
28,08	0,63	0,62
28,10	0,61	0,60
28,13	0,59	0,59
28,15	0,57	0,57
28,18	0,55	0,56
28,20	0,53	0,54
28,22	0,51	0,53
28,25	0,49	0,51
28,27	0,47	0,50
28,30	0,47	0,49
28,32	0,48	0,48
28,35	0,47	0,47
28,37	0,47	0,46
28,40	0,43	0,45
