U1/V	IA/nA	IA/nA
28,42	0,42	0,44
28,44	0,40	0,43
28,47	0,38	0,42
28,49	0,39	0,41
28,52	0,41	0,40
28,54	0,40	0,40
28,57	0,38	0,39
28,59	0,38	0,38
28,62	0,36	0,38
28,64	0,38	0,37
28,66	0,38	0,37
28,69	0,37	0,36
28,71	0,35	0,36
28,74	0,35	0,36
28,76	0,33	0,36
28,79	0,33	0,36
28,81	0,33	0,36
28,84	0,35	0,36
28,86	0,35	0,36
28,88	0,34	0,37
28,91	0,34	0,37
28,93	0,35	0,37
28,96	0,38	0,38
28,98	0,39	0,38
29,01	0,41	0,39
29,03	0,40	0,40
29,05	0,40	0,41
29,08	0,39	0,42
29,10	0,40	0,43
29,13	0,40	0,44
29,15	0,44	0,45
29,18	0,44	0,46
29,20	0,46	0,48
29,23	0,48	0,49
29,25	0,49	0,51
29,27	0,51	0,52
29,30	0,53	0,54
29,32	0,54	0,55
29,35	0,53	0,57
29,37	0,57	0,59
29,40	0,57	0,62
29,42	0,63	0,64
29,45	0,66	0,66
29,47	0,69	0,69
29,49	0,70	0,72
29,52	0,72	0,74
29,54	0,72	0,77
29,57	0,74	0,80
29,59	0,80	0,83
29,62	0,84	0,86
29,64	0,88	0,90
29,67	0,92	0,93
29,69	0,95	0,97
29,71	0,99	1,00
29,74	1,05	1,04
29,76	1,09	1,08
29,79	1,12	1,11
29,81	1,14	1,16
29,84	1,16	1,20
29,86	1,18	1,24
29,89	1,24	1,28
29,91	1,29	1,32
29,93	1,38	1,36
29,96	1,42	1,41
29,98	1,45	1,45
30,01	1,49	1,49
30,03	1,54	1,53
30,06	1,59	1,58
30,08	1,64	1,62
30,10	1,70	1,67
30,13	1,71	1,72
30,15	1,75	1,77
30,18	1,77	1,81
30,20	1,81	1,86
30,23	1,87	1,90
30,25	1,94	1,95
30,28	2,00	1,99
30,30	2,04	2,03
30,32	2,10	2,08
30,35	2,14	2,12
30,37	2,22	2,16
30,40	2,26	2,20
30,42	2,29	2,24
30,45	2,32	2,29
30,47	2,34	2,33
30,50	2,37	2,37
30,52	2,39	2,41
30,54	2,44	2,44
30,57	2,49	2,48
30,59	2,53	2,51
30,62	2,56	2,54
30,64	2,60	2,57
30,67	2,64	2,60
30,69	2,66	2,63
30,72	2,70	2,65
30,74	2,71	2,67
30,76	2,73	2,70
30,79	2,75	2,72
30,81	2,76	2,74
30,84	2,80	2,76
30,86	2,83	2,77
30,89	2,86	2,79
30,91	2,84	2,80
30,94	2,85	2,81
30,96	2,82	2,82
30,98	2,83	2,82
31,01	2,85	2,83
31,03	2,87	2,83
31,06	2,87	2,83
31,08	2,86	2,83
31,11	2,85	2,82
31,13	2,84	2,82
31,15	2,86	2,81
31,18	2,85	2,80
31,20	2,85	2,79
31,23	2,82	2,78
31,25	2,80	2,78
31,28	2,76	2,77
31,30	2,74	2,75
31,33	2,72	2,74
31,35	2,73	2,72
31,37	2,71	2,70
31,40	2,69	2,68
31,42	2,67	2,66
31,45	2,66	2,63
31,47	2,66	2,61
31,50	2,64	2,59
31,52	2,62	2,56
31,55	2,56	2,54
31,57	2,55	2,52
31,59	2,48	2,49
31,62	2,45	2,47
31,64	2,42	2,44
31,67	2,42	2,41
31,69	2,38	2,38
31,72	2,36	2,35
31,74	2,33	2,32
31,77	2,30	2,29
31,79	2,29	2,26
31,81	2,25	2,23
31,84	2,22	2,19
31,86	2,18	2,16
31,89	2,14	2,13
31,91	2,08	2,10
31,94	2,07	2,06
31,96	2,03	2,03
31,99	2,00	2,00
32,01	1,97	1,96
32,03	1,93	1,93
32,06	1,89	1,89
32,08	1,85	1,86
32,11	1,82	1,82
32,13	1,79	1,79
32,16	1,76	1,75
32,18	1,70	1,71
32,20	1,67	1,68
32,23	1,64	1,65
32,25	1,62	1,61
32,28	1,59	1,58
32,30	1,57	1,55
32,33	1,50	1,52
32,35	1,47	1,48
32,38	1,40	1,45
32,40	1,37	1,42
32,42	1,35	1,39
32,45	1,35	1,36
32,47	1,32	1,32
32,50	1,30	1,29
32,52	1,28	1,26
32,55	1,23	1,23
32,57	1,24	1,19
32,60	1,20	1,16
32,62	1,16	1,13
32,64	1,10	1,11
32,67	1,08	1,08
32,69	1,01	1,06
32,72	0,98	1,03
32,74	0,96	1,00
32,77	0,94	0,97
32,79	0,93	0,94
32,82	0,90	0,92
32,84	0,87	0,89
32,86	0,86	0,86
32,89	0,85	0,84
32,91	0,82	0,82
32,94	0,80	0,79
32,96	0,78	0,77
32,99	0,73	0,76
33,01	0,71	0,74
33,04	0,68	0,72
33,06	0,66	0,70
33,08	0,66	0,68
33,11	0,64	0,66
33,13	0,64	0,65
33,16	0,62	0,63
33,18	0,62	0,61
33,21	0,61	0,60
33,23	0,60	0,59
33,26	0,58	0,57
33,28	0,55	0,56
33,30	0,54	0,56
33,33	0,50	0,55
33,35	0,52	0,54
33,38	0,50	0,53
33,40	0,50	0,52
33,43	0,49	0,52
33,45	0,50	0,51
33,47	0,48	0,51
33,50	0,48	0,50
33,52	0,51	0,50
33,55	0,49	0,50
33,57	0,49	0,50
33,60	0,48	0,50
33,62	0,48	0,50
33,65	0,47	0,50
33,67	0,51	0,50
33,69	0,51	0,50
33,72	0,52	0,51
33,74	0,51	0,52
33,77	0,49	0,53
33,79	0,48	0,54
33,82	0,50	0,55
33,84	0,49	0,56
33,87	0,53	0,57
33,89	0,54	0,58
33,91	0,56	0,59
33,94	0,57	0,61
33,96	0,61	0,62
33,99	0,64	0,64
34,01	0,68	0,66
34,04	0,70	0,68
34,06	0,69	0,71
34,09	0,72	0,73
34,11	0,70	0,76
34,13	0,73	0,79
34,16	0,76	0,82
34,18	0,82	0,84
34,21	0,84	0,88
34,23	0,89	0,91
34,26	0,93	0,94
34,28	0,94	0,97
34,31	0,99	1,00
34,33	1,02	1,04
34,35	1,07	1,08
34,38	1,10	1,12
34,40	1,15	1,16
34,43	1,17	1,21
34,45	1,22	1,25
34,48	1,25	1,30
34,50	1,29	1,35
34,52	1,34	1,40
34,55	1,39	1,45
34,57	1,45	1,50
34,60	1,52	1,55
34,62	1,59	1,61
34,65	1,65	1,66
34,67	1,71	1,71
34,70	1,79	1,77
34,72	1,84	1,83
34,74	1,90	1,89
34,77	1,98	1,95
34,79	2,02	2,01
34,82	2,08	2,08
34,84	2,11	2,14
34,87	2,17	2,20
34,89	2,21	2,27
34,92	2,30	2,33
34,94	2,35	2,39
34,96	2,44	2,44
34,99	2,50	2,50
35,01	2,60	2,56
35,04	2,66	2,62
35,06	2,71	2,68
35,09	2,81	2,74
35,11	2,85	2,80
35,14	2,89	2,86
35,16	2,91	2,92
35,18	2,98	2,98
35,21	3,01	3,04
35,23	3,08	3,09
35,26	3,15	3,15
35,28	3,23	3,19
35,31	3,28	3,24
35,33	3,33	3,29
35,36	3,38	3,33
35,38	3,42	3,37
35,40	3,49	3,41
35,43	3,54	3,46
35,45	3,56	3,49
35,48	3,58	3,53
35,50	3,61	3,57
35,53	3,61	3,61
35,55	3,65	3,64
35,57	3,67	3,67
35,60	3,72	3,69
35,62	3,74	3,72
35,65	3,77	3,74
35,67	3,78	3,75
35,70	3,81	3,77
35,72	3,84	3,78
35,75	3,85	3,79
35,77	3,87	3,80
35,79	3,88	3,81
35,82	3,89	3,82
35,84	3,87	3,83
35,87	3,89	3,83
35,89	3,86	3,83
35,92	3,85	3,83
35,94	3,85	3,83
35,97	3,83	3,82
35,99	3,83	3,81
36,01	3,83	3,80
36,04	3,83	3,79
36,06	3,81	3,77
36,09	3,80	3,76
36,11	3,77	3,74
36,14	3,75	3,72
36,16	3,74	3,69
36,19	3,73	3,67
36,21	3,72	3,65
36,23	3,68	3,62
36,26	3,63	3,60
36,28	3,59	3,57
36,31	3,53	3,54
36,33	3,50	3,51
36,36	3,47	3,48
36,38	3,46	3,44
36,41	3,40	3,41
36,43	3,37	3,37
36,45	3,33	3,33
36,48	3,29	3,29
36,50	3,29	3,25
36,53	3,26	3,21
36,55	3,23	3,16
36,58	3,18	3,13
36,60	3,13	3,09
36,62	3,05	3,05
36,65	3,01	3,00
36,67	2,94	2,96
36,70	2,88	2,92
36,72	2,86	2,87
36,75	2,79	2,83
36,77	2,76	2,78
36,80	2,73	2,73
36,82	2,71	2,68
36,84	2,65	2,63
36,87	2,62	2,58
36,89	2,56	2,53
36,92	2,51	2,49
36,94	2,45	2,44
36,97	2,39	2,40
36,99	2,33	2,35
37,02	2,27	2,31
37,04	2,22	2,26
37,06	2,17	2,22
37,09	2,12	2,17
37,11	2,10	2,12
37,14	2,08	2,08
37,16	2,05	2,03
37,19	1,99	1,98
37,21	1,96	1,94
37,24	1,91	1,89
37,26	1,84	1,85
37,28	1,82	1,80
37,31	1,76	1,76
37,33	1,73	1,72
37,36	1,68	1,68
37,38	1,65	1,64
37,41	1,59	1,60
37,43	1,54	1,56
37,46	1,47	1,52
37,48	1,43	1,48
37,50	1,39	1,44
37,53	1,36	1,41
37,55	1,34	1,37
37,58	1,32	1,33
37,60	1,32	1,30
37,63	1,27	1,26
37,65	1,24	1,23
37,68	1,20	1,19
37,70	1,16	1,16
37,72	1,11	1,13
37,75	1,08	1,11
37,77	1,03	1,08
37,80	1,02	1,05
37,82	1,00	1,03
37,85	0,97	1,00
37,87	0,95	0,97
37,89	0,94	0,95
37,92	0,92	0,92
37,94	0,89	0,90
37,97	0,86	0,88
37,99	0,85	0,86
38,02	0,83	0,84
38,04	0,79	0,82
38,07	0,78	0,81
38,09	0,76	0,79
38,11	0,75	0,78
38,14	0,73	0,77
38,16	0,73	0,75
38,19	0,72	0,74
38,21	0,71	0,73
38,24	0,72	0,72
38,26	0,70	0,71
38,29	0,70	0,70
38,31	0,69	0,70
38,33	0,70	0,69
38,36	0,67	0,69
38,38	0,67	0,69
38,41	0,65	0,68
38,43	0,65	0,68
38,46	0,65	0,69
38,48	0,65	0,69
38,51	0,67	0,69
38,53	0,68	0,70
38,55	0,67	0,71
38,58	0,67	0,71
38,60	0,68	0,72
38,63	0,68	0,73
38,65	0,69	0,74
38,68	0,73	0,75
38,70	0,76	0,76
38,73	0,78	0,78
38,75	0,80	0,79
38,77	0,83	0,82
38,80	0,84	0,84
38,82	0,84	0,86
38,85	0,87	0,89
38,87	0,86	0,91
38,90	0,87	0,94
38,92	0,89	0,97
38,94	0,92	1,00
38,97	0,96	1,02
38,99	1,01	1,05
39,02	1,10	1,09
39,04	1,12	1,12
39,07	1,17	1,16
39,09	1,20	1,19
39,12	1,25	1,24
39,14	1,24	1,28
39,16	1,29	1,33
39,19	1,31	1,38
39,21	1,36	1,43
39,24	1,42	1,48
39,26	1,46	1,53
39,29	1,54	1,58
39,31	1,59	1,63
39,34	1,68	1,69
39,36	1,72	1,74
39,38	1,79	1,80
39,41	1,85	1,86
39,43	1,94	1,92
39,46	1,98	1,99
39,48	2,04	2,05
39,51	2,10	2,12
39,53	2,16	2,19
39,56	2,21	2,26
39,58	2,29	2,33
39,60	2,37	2,40
39,63	2,47	2,47
39,65	2,51	2,53
39,68	2,59	2,60
39,70	2,67	2,68
39,73	2,75	2,75
39,75	2,82	2,82
39,78	2,92	2,89
39,80	3,00	2,97
39,82	3,03	3,04
39,85	3,12	3,12
39,87	3,17	3,19
39,90	3,25	3,27
39,92	3,33	3,34
39,95	3,44	3,42
39,97	3,47	3,49
39,99	3,54	3,56
40,02	3,64	3,63
40,04	3,70	3,70
40,07	3,79	3,77
40,09	3,89	3,84
40,12	3,98	3,90
40,14	4,02	3,97
40,17	4,08	4,03
40,19	4,15	4,10
40,21	4,21	4,16
40,24	4,26	4,22
40,26	4,32	4,28
40,29	4,37	4,34
40,31	4,41	4,39
40,34	4,45	4,44
40,36	4,51	4,49
40,39	4,56	4,53
40,41	4,62	4,57
40,43	4,69	4,61
40,46	4,74	4,65
40,48	4,75	4,69
40,51	4,79	4,72
40,53	4,82	4,75
40,56	4,82	4,77
40,58	4,86	4,80
40,61	4,86	4,82
40,63	4,89	4,84
40,65	4,90	4,86
40,68	4,92	4,88
40,70	4,93	4,89
40,73	4,95	4,90
40,75	4,93	4,90
40,78	4,92	4,90
40,80	4,93	4,90
40,83	4,93	4,90
40,85	4,95	4,89
40,87	4,97	4,89
40,90	4,96	4,87
40,92	4,93	4,86
40,95	4,91	4,85
40,97	4,89	4,84
41,00	4,86	4,82
41,02	4,84	4,80
41,05	4,82	4,78
41,07	4,76	4,76
41,09	4,72	4,73
41,12	4,69	4,70
41,14	4,67	4,67
41,17	4,64	4,63
41,19	4,65	4,59
41,22	4,64	4,55
41,24	4,59	4,51
41,26	4,54	4,47
41,29	4,49	4,43
41,31	4,44	4,39
41,34	4,37	4,35
41,36	4,33	4,31
41,39	4,25	4,27
41,41	4,21	4,22
41,44	4,15	4,17
41,46	4,10	4,12
41,48	4,06	4,07
41,51	4,02	4,01
41,53	4,00	3,95
41,56	3,94	3,89
41,58	3,89	3,84
41,61	3,83	3,78
41,63	3,80	3,73
41,66	3,71	3,67
41,68	3,64	3,62
41,70	3,57	3,56
41,73	3,48	3,50
41,75	3,39	3,45
41,78	3,32	3,39
41,80	3,29	3,33
41,83	3,25	3,26
41,85	3,20	3,20
41,88	3,15	3,14
41,90	3,11	3,08
41,92	3,04	3,02
41,95	2,99	2,95
41,97	2,92	2,89
42,00	2,86	2,83
42,02	2,77	2,78
42,05	2,72	2,72
42,07	2,63	2,67
42,10	2,58	2,61
42,12	2,52	2,56
42,14	2,49	2,50
42,17	2,40	2,44
42,19	2,35	2,38
42,22	2,30	2,33
42,24	2,24	2,27
42,27	2,21	2,22
42,29	2,17	2,17
42,31	2,12	2,12
42,34	2,06	2,07
42,36	2,02	2,02
42,39	1,95	1,98
42,41	1,90	1,93
42,44	1,86	1,89
42,46	1,82	1,84
42,49	1,77	1,80
42,51	1,71	1,76
42,53	1,68	1,72
42,56	1,65	1,68
42,58	1,61	1,64
42,61	1,58	1,60
42,63	1,58	1,56
42,66	1,53	1,52
42,68	1,49	1,49
42,71	1,45	1,45
42,73	1,42	1,42
42,75	1,36	1,39
42,78	1,35	1,36
42,80	1,30	1,33
42,83	1,27	1,30
42,85	1,23	1,27
42,88	1,21	1,24
42,90	1,18	1,22
42,93	1,18	1,19
42,95	1,14	1,17
42,97	1,12	1,14
43,00	1,10	1,12
43,02	1,07	1,10
43,05	1,07	1,08
43,07	1,05	1,07
43,10	1,04	1,05
43,12	1,00	1,04
43,15	1,00	1,03
43,17	0,98	1,02
43,19	0,96	1,01
43,22	0,97	1,00
43,24	0,96	0,99
43,27	0,96	0,99
43,29	0,95	0,99
43,32	0,96	0,98
43,34	0,95	0,98
43,36	0,98	0,98
43,39	0,97	0,99
43,41	0,97	0,99
43,44	0,98	1,00
43,46	0,98	1,01
43,49	0,98	1,02
43,51	1,00	1,03
43,54	1,01	1,04
43,56	1,04	1,06
43,58	1,03	1,07
43,61	1,04	1,09
43,63	1,05	1,11
43,66	1,08	1,13
43,68	1,10	1,16
43,71	1,16	1,18
43,73	1,19	1,21
43,76	1,21	1,24
43,78	1,25	1,27
43,80	1,27	1,30
43,83	1,32	1,34
43,85	1,34	1,38
43,88	1,39	1,42
43,90	1,39	1,46
43,93	1,45	1,51
43,95	1,48	1,55
43,98	1,53	1,60
44,00	1,61	1,65
44,02	1,68	1,70
44,05	1,75	1,75
44,07	1,80	1,81
44,10	1,85	1,86
44,12	1,90	1,92
44,15	1,98	1,99
44,17	2,03	2,05
44,20	2,08	2,12
44,22	2,15	2,19
44,24	2,20	2,26
44,27	2,27	2,33
44,29	2,34	2,40
44,32	2,42	2,47
44,34	2,51	2,54
44,37	2,61	2,62
44,39	2,69	2,69
44,41	2,77	2,77
44,44	2,87	2,85
44,46	2,95	2,93
44,49	3,02	3,01
44,51	3,09	3,09
44,54	3,15	3,18
44,56	3,23	3,26
44,59	3,30	3,35
44,61	3,39	3,43
44,63	3,48	3,51
44,66	3,59	3,59
44,68	3,66	3,68
44,71	3,76	3,76
44,73	3,87	3,85
44,76	3,94	3,93
44,78	4,05	4,00
44,81	4,13	4,08
44,83	4,21	4,15
44,85	4,25	4,22
44,88	4,35	4,28
44,90	4,41	4,34
44,93	4,53	4,39
44,95	4,62	4,44
44,98	4,71	4,49
